,authors,hotels,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8
442,julias,284258,3,2,2,4,3,3,4,-1
443,JustbackfromZante,284258,5,5,5,5,5,5,5,-1
444,CSRC,284258,2,-1,-1,-1,-1,-1,-1,-1
445,mwardle,284258,3,2,4,4,3,2,1,-1
446,TimmyB1957,284258,5,5,5,-1,5,-1,5,-1
447,A TripAdvisor Member,284258,5,3,5,-1,5,-1,4,-1
448,Postcorner,284258,5,4,5,-1,5,-1,5,-1
449,A TripAdvisor Member,284258,5,3,5,-1,5,-1,5,-1
450,A TripAdvisor Member,284258,5,-1,-1,-1,-1,-1,-1,-1
451,robsinclair,284258,5,5,5,-1,4,-1,5,-1
452,A TripAdvisor Member,284258,2,2,2,-1,2,-1,2,-1
453,Tokyo Shirokuma,284258,4,5,5,-1,5,-1,5,-1
454,A TripAdvisor Member,284258,5,5,5,-1,5,-1,5,-1
455,A TripAdvisor Member,284258,5,5,5,-1,5,-1,4,-1
456,A TripAdvisor Member,284258,3,-1,-1,-1,-1,-1,-1,-1
457,A TripAdvisor Member,284258,4,4,5,-1,5,-1,5,-1
458,A TripAdvisor Member,284258,4,5,4,-1,5,-1,5,-1
459,rmjunlimited,284258,5,-1,-1,-1,-1,-1,-1,-1
460,bubu52,284258,5,5,5,5,5,5,5,5
461,lass=,284258,5,-1,5,-1,5,-1,5,-1
462,lass=,284258,5,-1,5,-1,-1,-1,5,-1
463,lass=,284258,4,-1,4,-1,5,-1,4,-1
464,lass=,284258,5,-1,4,-1,-1,-1,5,-1
465,lass=,284258,4,-1,5,-1,-1,-1,4,-1
466,lass=,284258,4,-1,4,-1,-1,-1,4,-1
467,lass=,284258,5,-1,5,-1,-1,-1,4,-1
468,lass=,284258,0,-1,-1,-1,-1,-1,-1,-1
469,chirpyLondon,472078,3,-1,4,3,4,3,3,3
470,thielees,472078,5,4,5,5,5,4,4,4
471,A TripAdvisor Member,472078,4,4,5,-1,4,-1,5,-1
472,fancynanc85,472078,5,3,5,-1,5,-1,5,-1
473,pml,472078,5,-1,-1,-1,-1,-1,-1,-1
474,volvo99,472078,5,-1,-1,-1,-1,-1,-1,-1
475,A TripAdvisor Member,472078,4,-1,-1,-1,-1,-1,-1,-1
476,lass=,472078,4,5,5,-1,5,-1,5,-1
477,lass=,472078,5,-1,5,-1,-1,-1,4,-1
478,lass=,472078,5,-1,5,-1,5,-1,5,-1
479,lass=,472078,0,-1,-1,-1,-1,-1,-1,-1
480,Shakers_7,80983,5,5,5,5,5,5,5,-1
481,GoneTravelin,80983,5,5,5,5,5,5,5,5
482,Butcher.T,80983,5,5,5,5,5,5,5,-1
483,sjmacdee,80983,5,5,5,5,5,5,5,4
484,OzTraveller20,80983,5,5,5,4,5,5,5,5
485,nsmHouston,80983,4,5,4,4,5,3,4,2
486,tammigop,80983,4,5,4,5,5,5,5,-1
487,SophieJinx,80983,5,-1,-1,-1,-1,-1,-1,-1
488,LaFlummery,80983,4,5,4,4,3,5,4,-1
489,TGS67,80983,4,4,5,4,5,5,5,5
490,Daoda,80983,5,5,5,5,5,5,5,5
491,Albertm,80983,3,-1,-1,-1,-1,-1,-1,-1
492,kaconway,80983,5,5,5,4,5,5,5,-1
493,MJPBAF,80983,4,4,3,3,3,4,3,3
494,NapaLocal,80983,5,-1,-1,-1,-1,-1,-1,-1
495,jroman,80983,5,4,5,5,5,4,5,5
496,A TripAdvisor Member,80983,5,5,5,-1,5,-1,5,-1
497,A TripAdvisor Member,80983,3,3,4,-1,5,-1,3,-1
498,A TripAdvisor Member,80983,1,1,2,-1,3,-1,2,-1
499,Tackle,80983,5,5,5,-1,5,-1,5,-1
500,Russellicious,80983,5,3,4,-1,5,-1,5,-1
501,A TripAdvisor Member,80983,5,5,4,-1,4,-1,5,-1
502,A TripAdvisor Member,80983,5,-1,-1,-1,-1,-1,-1,-1
503,Stella,80983,4,3,4,-1,5,-1,5,-1
504,A TripAdvisor Member,80983,5,5,4,-1,5,-1,5,-1
505,aknight,80983,4,-1,-1,-1,-1,-1,-1,-1
506,A TripAdvisor Member,80983,5,4,4,-1,4,-1,4,-1
507,lozaman,80983,4,-1,-1,-1,-1,-1,-1,-1
508,A TripAdvisor Member,80983,4,3,4,-1,5,-1,4,-1
509,A TripAdvisor Member,80983,5,4,5,-1,5,-1,5,-1
510,A TripAdvisor Member,80983,5,4,4,-1,5,-1,5,-1
511,A TripAdvisor Member,80983,4,3,4,-1,4,-1,4,-1
512,A TripAdvisor Member,80983,4,4,4,-1,4,-1,4,-1
513,plannerguru,80983,2,1,3,-1,4,-1,2,-1
514,A TripAdvisor Member,80983,4,2,5,-1,5,-1,5,-1
515,mjmorin,80983,4,5,5,-1,4,-1,4,-1
516,circuitboitravel,80983,5,-1,-1,-1,-1,-1,-1,-1
517,nevermissBoston,80983,5,-1,-1,-1,-1,-1,-1,-1
518,A TripAdvisor Member,80983,2,-1,-1,-1,-1,-1,-1,-1
519,krisbeee,80983,5,3,5,-1,4,-1,4,-1
520,occhiverdi,80983,4,5,5,4,5,5,5,5
521,lass=,80983,4,-1,4,-1,5,-1,5,-1
522,nick02451,288592,2,3,5,3,5,1,1,5
523,Public_Dave,288592,5,-1,-1,-1,-1,-1,-1,-1
524,sc4eva,288592,3,3,3,3,3,4,3,2
525,tqlagold,288592,5,5,5,5,5,5,4,5
526,WYW,288592,5,5,5,5,5,5,5,5
527,pr123,288592,5,4,5,5,5,5,5,-1
528,Writer46,288592,4,5,4,4,4,4,3,5
529,Elizabeth7,288592,4,-1,-1,-1,-1,-1,-1,-1
530,Citizen_0f_the_W0rld,288592,3,3,5,2,5,4,4,5
531,FemaleTraveler,288592,4,4,5,2,4,4,4,-1
532,kecoco,288592,5,5,5,5,5,5,5,5
533,TravelSneak,288592,5,-1,-1,-1,-1,-1,-1,-1
534,gvr001,288592,3,3,4,3,5,4,4,4
535,Akgambler,288592,2,-1,-1,-1,-1,-1,-1,-1
536,WeekendGetaways43,288592,5,5,5,4,5,5,4,4
537,roar_03,288592,4,5,4,3,5,4,4,5
538,A TripAdvisor Member,288592,2,2,4,-1,-1,-1,-1,-1
539,A TripAdvisor Member,288592,5,5,5,-1,5,-1,5,-1
540,A TripAdvisor Member,288592,2,-1,-1,-1,-1,-1,-1,-1
541,A TripAdvisor Member,288592,5,3,5,-1,4,-1,5,-1
542,A TripAdvisor Member,288592,1,-1,-1,-1,-1,-1,1,-1
543,A TripAdvisor Member,288592,1,1,1,-1,1,-1,1,-1
544,A TripAdvisor Member,288592,3,3,4,-1,4,-1,2,-1
545,A TripAdvisor Member,288592,2,2,4,-1,4,-1,2,-1
546,A TripAdvisor Member,288592,5,4,5,-1,4,-1,4,-1
547,A TripAdvisor Member,288592,3,3,5,-1,5,-1,4,-1
548,A TripAdvisor Member,288592,4,5,5,-1,5,-1,4,-1
549,A TripAdvisor Member,288592,5,-1,-1,-1,-1,-1,-1,-1
550,jokemuc,288592,2,-1,-1,-1,-1,-1,-1,-1
551,A TripAdvisor Member,288592,5,5,5,-1,5,-1,4,-1
552,A TripAdvisor Member,288592,1,-1,-1,-1,-1,-1,-1,-1
553,KurtBoston_MA,288592,3,-1,-1,-1,-1,-1,-1,-1
554,A TripAdvisor Member,288592,3,-1,-1,-1,-1,-1,-1,-1
555,IrishFan,288592,5,-1,-1,-1,-1,-1,-1,-1
556,A TripAdvisor Member,288592,4,-1,-1,-1,-1,-1,-1,-1
557,Ozstitcher,255391,4,4,4,5,4,5,3,-1
558,JimmyMc,255391,1,1,2,4,3,3,2,-1
559,Silvertimtim,255391,4,4,3,3,4,4,-1,-1
560,davekv,255391,4,3,4,5,5,5,5,-1
561,A TripAdvisor Member,255391,5,-1,-1,-1,-1,-1,-1,-1
562,A TripAdvisor Member,255391,4,4,4,-1,4,-1,3,-1
563,Vilavisitor,255391,2,3,3,-1,3,-1,2,-1
564,A TripAdvisor Member,255391,2,-1,-1,-1,-1,-1,-1,-1
565,travelerfromsj,302133,5,4,5,5,5,5,5,-1
566,dadsasdasd,302133,4,4,5,5,5,5,5,4
567,oggybags,302133,4,3,5,5,5,5,5,5
568,BSA126,302133,2,-1,4,5,4,3,1,2
569,JourneyWife,302133,5,4,5,5,5,5,5,5
570,bullshead,302133,5,4,4,4,4,4,2,5
571,VictoriaSommers,302133,4,-1,-1,-1,-1,-1,-1,-1
572,UKtraveller143,302133,4,4,5,4,5,5,5,4
573,perthwa,302133,5,5,5,5,5,5,5,5
574,Colin_from_NY,302133,4,5,4,4,4,5,5,-1
575,drrer,302133,4,5,4,4,4,4,4,-1
576,wales_UKSarah,302133,5,5,5,5,5,5,5,5
577,PuffinMarine,302133,5,-1,-1,-1,-1,-1,-1,-1
578,Dinosaw,302133,3,3,4,4,4,3,2,-1
579,AlanSusan,302133,5,5,5,5,5,5,5,5
580,dam&gwb,302133,2,2,2,4,3,4,5,4
581,cj_minneapolis,302133,5,-1,-1,-1,-1,-1,-1,-1
582,TannadiceTerrors,302133,5,5,5,5,5,5,5,4
583,SunnyDays,302133,5,4,5,5,5,5,5,-1
584,GlobalJana,302133,4,5,4,4,5,5,5,4
585,BUSTYBREEZER,302133,5,5,5,5,5,4,5,5
586,kobri,302133,5,5,5,4,5,5,5,5
587,BENLEE123,302133,1,-1,-1,-1,-1,-1,-1,-1
588,tomtom333,302133,5,5,5,5,5,5,5,5
589,Meathman,302133,5,5,5,4,5,5,5,-1
590,A TripAdvisor Member,302133,5,-1,-1,-1,-1,-1,-1,-1
591,A TripAdvisor Member,302133,5,3,5,-1,5,-1,5,-1
592,blubs99,302133,5,-1,-1,-1,-1,-1,-1,-1
593,A TripAdvisor Member,302133,4,4,3,-1,4,-1,4,-1
594,Dezzydez,302133,5,4,4,-1,4,-1,4,-1
595,Monroe1953,302133,5,4,5,-1,5,-1,5,-1
596,A TripAdvisor Member,302133,5,5,5,-1,5,-1,5,-1
597,asty,302133,5,5,5,-1,5,-1,5,-1
598,A TripAdvisor Member,302133,4,4,4,-1,5,-1,5,-1
599,wallyQ,302133,4,3,4,-1,4,-1,3,-1
600,Rmorrison,302133,5,4,5,-1,4,-1,4,-1
601,astonmartinv8,302133,5,5,5,-1,5,-1,5,-1
602,A TripAdvisor Member,302133,2,-1,-1,-1,-1,-1,-1,-1
603,sigmund,302133,5,5,5,-1,5,-1,5,-1
604,snowyshome,302133,5,-1,-1,-1,-1,-1,-1,-1
605,MemberfromPadova,302133,5,-1,-1,-1,-1,-1,-1,-1
606,KateandSteve,302133,4,-1,-1,-1,-1,-1,-1,-1
607,honhonTBK,302133,4,4,-1,-1,-1,-1,-1,-1
608,lass=,302133,4,-1,4,-1,-1,-1,4,-1
609,lass=,302133,4,-1,3,-1,-1,-1,5,-1
610,lass=,302133,5,-1,5,-1,5,-1,4,-1
611,lass=,302133,4,-1,4,-1,-1,-1,3,-1
612,lass=,302133,5,-1,5,-1,5,-1,5,-1
613,lass=,302133,5,-1,5,-1,-1,-1,5,-1
614,lass=,302133,4,-1,3,-1,-1,-1,4,-1
615,lass=,302133,0,-1,-1,-1,-1,-1,-1,-1
616,gorka,256318,2,2,2,3,2,2,3,-1
617,timsdm,256318,4,4,4,5,5,5,5,5
618,DownunderSugarglider,256318,3,3,3,4,4,3,4,3
619,paulieuk,256318,3,4,2,4,3,4,3,-1
620,SBArules,256318,4,4,4,5,4,5,4,4
621,A TripAdvisor Member,256318,5,-1,-1,-1,-1,-1,-1,-1
622,Amanvari,256318,3,3,4,-1,5,-1,3,-1
623,A TripAdvisor Member,256318,4,4,4,-1,4,-1,4,-1
624,A TripAdvisor Member,256318,1,1,1,-1,2,-1,1,-1
625,A TripAdvisor Member,256318,2,-1,-1,-1,-1,-1,-1,-1
626,A TripAdvisor Member,256318,4,5,4,-1,4,-1,4,-1
627,rooster73,256318,5,5,5,-1,5,-1,5,-1
628,Melbourneguy,256318,4,-1,-1,-1,-1,-1,-1,-1
629,babsorama,256318,1,2,2,-1,2,-1,1,-1
630,A TripAdvisor Member,256318,5,5,5,-1,5,-1,5,-1
631,A TripAdvisor Member,256318,2,3,2,-1,3,-1,2,-1
632,A TripAdvisor Member,256318,2,1,2,-1,2,-1,2,-1
633,jjellison,256318,4,-1,-1,-1,-1,-1,-1,-1
634,spbyrne,256318,1,-1,-1,-1,-1,-1,-1,-1
635,A TripAdvisor Member,256318,4,-1,-1,-1,-1,-1,-1,-1
636,EuroTravellerLDN,314854,3,2,3,5,4,2,3,-1
637,RPB88,314854,3,3,3,4,3,3,3,2
638,lajoa,314854,1,1,-1,5,-1,1,-1,-1
639,MissyGalway,314854,3,3,4,4,4,4,3,-1
640,A TripAdvisor Member,314854,4,-1,-1,-1,-1,-1,-1,-1
641,A TripAdvisor Member,314854,3,3,2,-1,4,-1,3,-1
642,Fazzaitken,314854,1,-1,-1,-1,-1,-1,-1,-1
643,A TripAdvisor Member,314854,3,3,3,-1,4,-1,3,-1
644,A TripAdvisor Member,314854,4,3,3,-1,4,-1,3,-1
645,A TripAdvisor Member,314854,4,5,4,-1,4,-1,5,-1
646,A TripAdvisor Member,314854,4,5,3,-1,5,-1,4,-1
647,Txbella,314854,4,4,4,-1,4,-1,3,-1
648,A TripAdvisor Member,314854,4,4,3,-1,4,-1,5,-1
649,A TripAdvisor Member,314854,4,4,3,-1,4,-1,3,-1
650,A TripAdvisor Member,314854,2,-1,-1,-1,-1,-1,-1,-1
651,A TripAdvisor Member,314854,3,-1,-1,-1,-1,-1,-1,-1
652,lass=,314854,3,4,2,-1,3,-1,3,-1
653,lass=,314854,4,4,3,-1,3,-1,3,-1
654,lass=,314854,3,3,4,-1,5,-1,4,-1
655,lass=,314854,4,4,2,-1,4,-1,4,-1
656,lass=,314854,1,1,1,-1,3,-1,1,-1
657,lass=,314854,3,4,2,-1,4,-1,3,-1
658,lass=,314854,3,-1,3,-1,4,-1,3,-1
659,lass=,314854,2,4,2,-1,2,-1,2,-1
660,lass=,314854,3,3,4,-1,4,-1,2,-1
661,lass=,314854,3,-1,2,-1,4,-1,2,-1
662,lass=,314854,3,-1,3,-1,4,-1,4,-1
663,lass=,314854,4,-1,3,-1,4,-1,3,-1
664,lass=,314854,4,-1,2,-1,4,-1,3,-1
665,lass=,314854,2,-1,1,-1,4,-1,4,-1
666,lass=,314854,4,4,5,-1,4,-1,4,-1
667,lass=,314854,4,4,4,-1,4,-1,5,-1
668,lass=,314854,2,2,1,-1,3,-1,1,-1
669,lass=,314854,3,-1,2,-1,4,-1,4,-1
670,lass=,314854,4,5,3,-1,4,-1,4,-1
671,lass=,314854,1,1,1,-1,2,-1,3,-1
672,lass=,314854,1,-1,4,-1,5,-1,3,-1
673,lass=,314854,5,-1,4,-1,5,-1,5,-1
674,lass=,314854,4,4,4,-1,3,-1,4,-1
675,lass=,314854,3,3,4,-1,5,-1,3,-1
676,lass=,314854,4,5,4,-1,3,-1,4,-1
677,lass=,314854,2,-1,2,-1,3,-1,2,-1
678,lass=,314854,3,3,4,-1,4,-1,3,-1
679,lass=,314854,4,-1,2,-1,5,-1,4,-1
680,lass=,314854,3,-1,2,-1,5,-1,4,-1
681,lass=,314854,4,4,3,-1,4,-1,4,-1
682,lass=,314854,3,3,1,-1,4,-1,2,-1
683,lass=,314854,3,3,3,-1,4,-1,4,-1
684,lass=,314854,5,-1,5,-1,5,-1,5,-1
685,lass=,314854,4,5,5,-1,4,-1,5,-1
686,lass=,314854,4,5,3,-1,5,-1,5,-1
687,lass=,314854,3,3,3,-1,4,-1,2,-1
688,lass=,314854,4,5,3,-1,5,-1,4,-1
689,lass=,314854,4,5,5,-1,5,-1,4,-1
690,lass=,314854,4,4,2,-1,4,-1,3,-1
691,lass=,314854,3,2,4,-1,4,-1,2,-1
692,lass=,314854,3,2,3,-1,4,-1,3,-1
693,lass=,314854,4,4,3,-1,4,-1,3,-1
694,lass=,314854,4,4,4,-1,5,-1,3,-1
695,Bay_Area_Traveler62,202968,4,3,4,4,5,3,3,-1
696,AJFlorida,202968,5,4,5,5,5,5,5,5
697,A TripAdvisor Member,202968,4,3,4,-1,4,-1,5,-1
698,A TripAdvisor Member,202968,5,-1,-1,-1,-1,-1,-1,-1
699,A TripAdvisor Member,202968,4,4,4,-1,4,-1,5,-1
700,SueGrogan,202968,5,4,4,-1,5,-1,4,-1
701,A TripAdvisor Member,202968,5,5,5,-1,5,-1,5,-1
702,Tinabee,202968,4,5,4,-1,5,-1,4,-1
703,A TripAdvisor Member,202968,5,5,4,-1,5,-1,5,-1
704,A TripAdvisor Member,202968,5,3,5,-1,5,-1,5,-1
705,A TripAdvisor Member,202968,3,3,3,-1,4,-1,2,-1
706,A TripAdvisor Member,202968,4,-1,-1,-1,-1,-1,-1,-1
707,A TripAdvisor Member,202968,5,4,5,-1,5,-1,4,-1
708,A TripAdvisor Member,202968,3,-1,-1,-1,-1,-1,-1,-1
709,lass=,202968,3,-1,3,-1,5,-1,3,-1
710,lass=,202968,5,-1,5,-1,5,-1,5,-1
711,lass=,202968,5,-1,4,-1,5,-1,5,-1
712,lass=,202968,4,-1,3,-1,4,-1,4,-1
713,lass=,202968,2,2,4,-1,3,-1,1,-1
714,lass=,202968,5,5,5,-1,5,-1,5,-1
715,lass=,202968,4,-1,4,-1,4,-1,4,-1
716,lass=,202968,3,-1,4,-1,5,-1,3,-1
717,lass=,202968,4,-1,5,-1,5,-1,3,-1
718,lass=,202968,1,-1,1,-1,1,-1,2,-1
719,lass=,202968,0,-1,-1,-1,-1,-1,-1,-1
720,lass=,202968,5,-1,5,-1,-1,-1,4,-1
721,lass=,202968,4,-1,3,-1,5,-1,5,-1
722,lass=,202968,4,5,4,-1,5,-1,5,-1
723,lass=,202968,4,-1,4,-1,-1,-1,5,-1
724,lass=,202968,4,-1,4,-1,5,-1,4,-1
725,lass=,202968,5,-1,5,-1,-1,-1,5,-1
726,Tarff,575483,4,5,4,5,5,5,5,5
727,JDBLondon,575483,3,4,3,4,3,4,-1,-1
728,worldtrvlr8,575483,3,3,2,5,3,5,5,3
729,jenum24,575483,3,3,2,3,3,3,3,4
730,peternwalker,575483,4,4,4,4,5,4,4,-1
731,starcluster01,575483,5,5,5,5,5,5,5,5
732,Davey1800,575483,5,5,4,5,4,5,4,4
733,mrgnk,238575,2,2,2,5,3,4,3,-1
734,A TripAdvisor Member,238575,5,4,5,-1,5,-1,5,-1
735,A TripAdvisor Member,238575,5,-1,-1,-1,-1,-1,-1,-1
736,A TripAdvisor Member,238575,1,1,1,-1,2,-1,1,-1
737,A TripAdvisor Member,238575,3,-1,-1,-1,-1,-1,-1,-1
738,Iowaman1959,238575,5,-1,-1,-1,-1,-1,-1,-1
739,A TripAdvisor Member,238575,1,-1,-1,-1,-1,-1,-1,-1
740,lass=,238575,5,-1,-1,-1,-1,-1,-1,-1
741,lass=,238575,2,2,2,-1,2,-1,1,-1
742,lass=,238575,4,5,4,-1,4,-1,4,-1
743,Arturas,1126079,5,5,5,5,5,5,5,5
744,WmCT,1126079,5,5,5,5,5,5,5,5
745,mattkorey,1126079,5,5,5,4,5,5,4,5
746,pkbpkb,1126079,3,4,3,2,4,3,3,4
747,duellema,1126079,5,5,5,5,5,5,5,5
748,Donnietraveller,229677,3,3,2,5,2,3,3,-1
749,kittyhola,229677,4,3,4,5,5,4,4,-1
750,GillianandJames,229677,4,4,5,5,5,3,4,-1
751,tjp1994,229677,2,2,4,4,3,1,1,1
752,A TripAdvisor Member,229677,2,-1,-1,-1,-1,-1,-1,-1
753,A TripAdvisor Member,229677,3,1,3,-1,3,-1,1,-1
754,Dave_in_Indy,229677,4,5,5,-1,5,-1,4,-1
755,A TripAdvisor Member,229677,5,4,5,-1,5,-1,4,-1
756,dbocca,229677,5,4,5,-1,5,-1,5,-1
757,mariusbaa,229677,4,2,-1,-1,2,-1,3,-1
758,A TripAdvisor Member,229677,5,5,5,-1,5,-1,3,-1
759,Alysha,229677,4,3,4,-1,3,-1,3,-1
760,hysterian,229677,4,5,4,-1,5,-1,4,-1
761,A TripAdvisor Member,229677,4,5,4,-1,5,-1,4,-1
762,A TripAdvisor Member,229677,3,2,2,-1,4,-1,3,-1
763,A TripAdvisor Member,229677,4,-1,-1,-1,-1,-1,-1,-1
764,A TripAdvisor Member,229677,3,-1,-1,-1,-1,-1,-1,-1
765,A TripAdvisor Member,229677,4,4,4,-1,4,-1,4,-1
766,A TripAdvisor Member,229677,5,-1,-1,-1,-1,-1,-1,-1
767,Marie.Bagnall,229677,4,-1,-1,-1,-1,-1,-1,-1
768,RodenbachRuss,229677,5,-1,-1,-1,-1,-1,-1,-1
769,lass=,229677,5,-1,-1,-1,-1,-1,-1,-1
770,lass=,229677,5,5,5,-1,5,-1,5,-1
771,lass=,229677,5,5,5,-1,5,-1,4,-1
772,lass=,229677,3,3,2,-1,4,-1,4,-1
773,lass=,229677,3,-1,4,-1,2,-1,3,-1
774,lass=,229677,4,-1,4,-1,4,-1,4,-1
775,lass=,229677,4,4,5,-1,5,-1,4,-1
776,lass=,229677,4,5,5,-1,5,-1,3,-1
777,lass=,229677,5,-1,5,-1,-1,-1,5,-1
778,lass=,229677,4,-1,4,-1,5,-1,4,-1
779,lass=,229677,4,-1,3,-1,3,-1,4,-1
780,lass=,229677,5,5,4,-1,5,-1,4,-1
781,lass=,229677,5,-1,5,-1,5,-1,5,-1
782,lass=,229677,4,-1,4,-1,-1,-1,4,-1
783,lass=,229677,0,-1,-1,-1,-1,-1,-1,-1
784,lass=,229677,2,-1,3,-1,4,-1,2,-1
785,lass=,229677,4,-1,5,-1,-1,-1,4,-1
786,lass=,229677,3,-1,3,-1,4,-1,1,-1
787,lass=,229677,4,4,4,-1,5,-1,4,-1
788,lass=,229677,3,2,3,-1,4,-1,4,-1
789,lass=,595594,5,-1,5,-1,-1,-1,5,-1
790,ruienc,483134,4,4,4,4,5,5,5,3
791,jeninbrighton,483134,5,5,5,4,5,5,5,-1
792,15may06,483134,4,3,5,3,5,3,2,4
793,timdaw,483134,2,2,3,2,4,4,4,-1
794,lolabug,483134,4,4,4,3,5,3,4,3
795,Jerri_Blank,483134,4,2,4,4,5,2,4,1
796,footnotesetc,483134,4,3,3,-1,3,-1,1,-1
797,Robert-J,483134,3,3,2,-1,4,-1,2,-1
798,A TripAdvisor Member,483134,5,4,5,-1,5,-1,4,-1
799,Cheshire81,483134,4,3,4,-1,5,-1,1,-1
800,tulipbound,483134,5,4,5,-1,5,-1,3,-1
801,A TripAdvisor Member,483134,4,4,4,-1,5,-1,3,-1
802,A TripAdvisor Member,483134,2,2,3,-1,2,-1,1,-1
803,A TripAdvisor Member,483134,1,1,4,-1,2,-1,1,-1
804,A TripAdvisor Member,483134,4,4,5,-1,5,-1,3,-1
805,lass=,483134,5,5,5,-1,5,-1,4,-1
806,hansthomasoddsen,483134,5,4,5,-1,5,-1,4,-1
807,katrineCPH,483134,4,4,4,-1,4,-1,4,-1
808,A TripAdvisor Member,483134,2,2,4,-1,4,-1,1,-1
809,hedonisticepicure,483134,5,5,5,-1,5,-1,3,-1
810,FrankDrebin,149864,4,4,3,5,4,3,4,2
811,ValFritz,149864,5,-1,4,5,5,3,5,2
812,A TripAdvisor Member,149864,5,5,4,-1,4,-1,5,-1
813,A TripAdvisor Member,149864,1,2,1,-1,3,-1,2,-1
814,A TripAdvisor Member,149864,5,5,4,-1,5,-1,5,-1
815,A TripAdvisor Member,149864,3,3,4,-1,5,-1,4,-1
816,A TripAdvisor Member,149864,5,5,3,-1,5,-1,5,-1
817,A TripAdvisor Member,149864,4,4,4,-1,4,-1,3,-1
818,A TripAdvisor Member,149864,5,4,4,-1,5,-1,4,-1
819,A TripAdvisor Member,149864,5,-1,-1,-1,-1,-1,-1,-1
820,A TripAdvisor Member,149864,4,4,3,-1,4,-1,4,-1
821,A TripAdvisor Member,149864,4,5,4,-1,4,-1,4,-1
822,A TripAdvisor Member,149864,4,4,4,-1,4,-1,5,-1
823,A TripAdvisor Member,149864,4,4,5,-1,5,-1,5,-1
824,A TripAdvisor Member,149864,2,-1,-1,-1,-1,-1,-1,-1
825,A TripAdvisor Member,149864,3,3,2,-1,3,-1,2,-1
826,A TripAdvisor Member,149864,4,-1,-1,-1,-1,-1,-1,-1
827,A TripAdvisor Member,149864,4,5,3,-1,4,-1,4,-1
828,A TripAdvisor Member,149864,4,3,5,-1,4,-1,4,-1
829,A TripAdvisor Member,149864,5,4,3,-1,3,-1,4,-1
830,A TripAdvisor Member,149864,5,4,2,-1,3,-1,4,-1
831,A TripAdvisor Member,149864,2,3,3,-1,3,-1,3,-1
832,A TripAdvisor Member,149864,1,2,3,-1,-1,-1,2,-1
833,A TripAdvisor Member,149864,3,3,2,-1,3,-1,3,-1
834,A TripAdvisor Member,149864,2,2,3,-1,3,-1,2,-1
835,A TripAdvisor Member,149864,5,5,5,-1,5,-1,5,-1
836,A TripAdvisor Member,149864,4,4,4,-1,4,-1,4,-1
837,A TripAdvisor Member,149864,4,5,4,-1,5,-1,3,-1
838,A TripAdvisor Member,149864,4,3,2,-1,4,-1,3,-1
839,A TripAdvisor Member,149864,5,5,3,-1,4,-1,5,-1
840,A TripAdvisor Member,149864,5,4,3,-1,5,-1,4,-1
841,A TripAdvisor Member,149864,2,3,3,-1,3,-1,2,-1
842,A TripAdvisor Member,149864,4,2,4,-1,4,-1,4,-1
843,A TripAdvisor Member,149864,2,2,4,-1,3,-1,2,-1
844,A TripAdvisor Member,149864,1,-1,-1,-1,-1,-1,-1,-1
845,A TripAdvisor Member,149864,5,5,5,-1,5,-1,4,-1
846,lynz001,149864,4,-1,-1,-1,-1,-1,-1,-1
847,A TripAdvisor Member,149864,5,5,3,-1,5,-1,4,-1
848,A TripAdvisor Member,149864,4,4,3,-1,3,-1,4,-1
849,A TripAdvisor Member,149864,3,-1,-1,-1,-1,-1,-1,-1
850,lass=,149864,5,-1,-1,-1,-1,-1,-1,-1
851,BNPE-H,149864,4,4,4,5,4,3,4,-1
852,takia,93459,4,4,4,4,5,5,5,5
853,Sooz2,93459,4,-1,-1,-1,-1,-1,-1,-1
854,nola_girl76,93459,4,4,4,3,5,4,3,-1
855,A TripAdvisor Member,93459,5,-1,-1,-1,-1,-1,-1,-1
856,Headwall,93459,5,5,4,-1,4,-1,4,-1
857,A TripAdvisor Member,93459,2,3,3,-1,3,-1,3,-1
858,ohiodude,93459,5,-1,-1,-1,-1,-1,-1,-1
859,A TripAdvisor Member,93459,4,-1,-1,-1,-1,-1,-1,-1
860,2Midwest,100544,4,4,3,5,5,5,2,-1
861,Jassym,100544,5,5,5,5,4,5,4,2
862,willowcrown,100544,4,4,3,5,4,5,2,-1
863,steve,100544,4,5,3,5,4,4,-1,1
864,threespires,100544,4,5,3,5,4,4,4,3
865,Leftfisted,100544,4,4,4,5,4,4,3,-1
866,A TripAdvisor Member,100544,4,4,4,-1,5,-1,5,-1
867,A TripAdvisor Member,100544,1,1,1,-1,1,-1,1,-1
868,madridtripper,100544,4,5,4,-1,4,-1,5,-1
869,A TripAdvisor Member,100544,3,-1,-1,-1,-1,-1,-1,-1
870,lass=,100544,4,5,3,-1,3,-1,4,-1
871,A TripAdvisor Member,100544,5,5,4,-1,5,-1,5,-1
872,A TripAdvisor Member,100544,5,-1,-1,-1,-1,-1,-1,-1
873,A TripAdvisor Member,100544,4,3,4,-1,3,-1,4,-1
874,A TripAdvisor Member,100544,5,5,4,-1,5,-1,4,-1
875,Roadtravlr,100544,3,5,3,-1,3,-1,5,-1
876,KINGKONG3,100544,4,5,4,-1,4,-1,4,-1
877,A TripAdvisor Member,100544,4,5,4,-1,5,-1,5,-1
878,borris,100544,4,5,5,-1,5,-1,5,-1
879,A TripAdvisor Member,100544,4,-1,-1,-1,-1,-1,-1,-1
880,A TripAdvisor Member,100544,3,3,2,-1,3,-1,4,-1
